run,total,proton,electron,gamma,pion,muon,other
1,390,20,23,252,13,0,82
2,144,18,5,60,9,0,52
3,254,12,4,184,14,0,40
4,365,27,11,251,12,0,64
5,376,22,13,261,11,0,69
6,705,29,29,494,26,0,127
7,224,9,15,127,17,0,56
8,179,21,7,100,5,1,45
9,168,17,3,85,11,0,52
10,369,27,7,244,18,0,73
Total,3174,202,117,2058,136,1,660
Average,317,20,11,205,13,0,66
Per Proton,0,0,,0,0,0,0
