run,total,proton,electron,gamma,pion,muon,other
1,485,32,18,280,37,0,118
2,324,32,6,172,17,0,97
3,383,29,14,253,15,0,72
4,397,26,9,240,21,0,101
5,271,28,8,157,15,0,63
6,535,33,19,351,28,0,104
7,379,27,12,229,18,0,93
8,622,29,18,444,24,0,107
9,340,21,9,215,9,0,86
10,587,39,22,330,26,1,169
Total,4323,296,135,2671,210,1,1010
Average,432,29,13,267,21,0,101
Per Proton,0,0,,0,0,0,0
