run,total,proton,electron,gamma,pion,muon,other
1,134,16,4,83,8,0,23
2,314,12,10,237,6,0,49
3,123,17,3,50,8,0,45
4,394,10,12,292,13,0,67
5,484,14,27,366,15,0,62
6,580,15,21,401,23,0,120
7,309,10,4,241,15,0,39
8,189,15,6,107,7,0,54
9,161,11,4,109,8,0,29
10,225,9,8,134,7,0,67
Total,2913,129,99,2020,110,0,555
Average,291,12,9,202,11,0,55
Per Proton,0,0,,0,0,0,0
