run,total,proton,electron,gamma,pion,muon,other
1,1172,64,51,800,38,0,219
2,767,40,14,563,23,0,127
3,556,42,9,359,19,0,127
4,461,33,11,279,20,0,118
5,1004,37,23,762,31,0,151
6,778,50,21,515,31,0,161
7,516,42,14,341,20,0,99
8,234,35,5,105,15,0,74
9,1082,48,39,792,36,0,167
10,755,35,23,497,23,0,177
Total,7325,426,210,5013,256,0,1420
Average,732,42,21,501,25,0,142
Per Proton,0,0,,0,0,0,0
