run,total,proton,electron,gamma,pion,muon,other
1,53,13,0,20,1,0,19
2,69,9,0,18,0,0,42
3,52,14,0,11,0,0,27
4,43,12,0,13,0,0,18
5,40,8,0,19,0,0,13
6,37,12,0,8,0,0,17
7,43,14,0,4,0,0,25
8,25,9,0,6,0,0,10
9,31,12,0,6,0,0,13
10,34,13,0,7,0,0,14
Total,427,116,0,112,1,0,198
Average,42,11,0,11,0,0,19
Per Proton,0,0,,0,0,0,0
