run,total,proton,electron,gamma,pion,muon,other
1,227,73,2,61,4,0,87
2,247,67,2,90,0,0,88
3,239,68,3,83,1,1,83
4,165,75,1,42,4,0,43
5,225,67,0,68,1,0,89
6,144,61,0,38,0,0,45
7,173,88,0,34,1,0,50
8,238,86,1,64,3,0,84
9,217,64,0,87,1,0,65
10,258,87,1,61,3,0,106
Total,2133,736,10,628,18,1,740
Average,213,73,1,62,1,0,74
Per Proton,0,0,,0,0,0,0
