run,total,proton,electron,gamma,pion,muon,other
1,139,46,0,39,0,0,54
2,100,40,2,17,1,0,40
3,164,49,0,37,1,0,77
4,160,53,2,40,1,0,64
5,237,55,3,89,2,0,88
6,189,38,3,66,3,0,79
7,147,49,2,30,0,0,66
8,163,43,1,71,0,0,48
9,133,36,0,39,0,0,58
10,144,48,0,40,1,0,55
Total,1576,457,13,468,9,0,629
Average,157,45,1,46,0,0,62
Per Proton,0,0,,0,0,0,0
