run,total,proton,electron,gamma,pion,muon,other
1,205,59,2,75,1,0,68
2,166,59,1,35,2,0,69
3,160,48,0,40,1,0,71
4,241,59,3,96,1,0,82
5,145,62,0,32,0,0,51
6,158,61,0,42,2,0,53
7,187,72,1,44,2,0,68
8,208,50,7,70,3,0,78
9,171,52,6,44,0,0,69
10,154,76,0,25,1,0,52
Total,1795,598,20,503,13,0,661
Average,179,59,2,50,1,0,66
Per Proton,0,0,,0,0,0,0
