run,total,proton,electron,gamma,pion,muon,other
1,88,29,0,16,0,0,43
2,82,38,0,13,0,0,31
3,115,38,1,44,2,0,30
4,93,30,0,16,0,0,47
5,114,34,0,40,0,0,40
6,98,33,1,35,0,0,29
7,100,31,1,25,1,0,42
8,52,20,0,15,0,0,17
9,90,30,1,16,0,0,43
10,67,23,2,15,0,0,27
Total,899,306,6,235,3,0,349
Average,89,30,0,23,0,0,34
Per Proton,0,0,,0,0,0,0
