run,total,proton,electron,gamma,pion,muon,other
1,159,41,2,56,1,0,59
2,166,59,0,47,1,1,58
3,188,60,1,56,2,0,69
4,141,47,1,33,2,0,58
5,204,43,1,63,1,0,96
6,117,43,0,28,1,0,45
7,136,55,2,26,0,0,53
8,161,47,2,46,2,0,64
9,160,46,1,51,2,0,60
10,118,50,0,31,2,0,35
Total,1550,491,10,437,14,1,597
Average,155,49,1,43,1,0,59
Per Proton,0,0,,0,0,0,0
