run,total,proton,electron,gamma,pion,muon,other
1,151,72,2,48,0,0,29
2,218,77,2,86,0,0,53
3,196,80,3,39,0,0,74
4,231,74,2,73,2,0,80
5,213,68,5,56,1,0,83
6,168,78,3,34,3,0,50
7,224,69,3,81,0,0,71
8,183,66,3,49,3,0,62
9,258,73,3,95,3,0,84
10,216,80,1,64,2,0,69
Total,2058,737,27,625,14,0,655
Average,205,73,2,62,1,0,65
Per Proton,0,0,,0,0,0,0
