run,total,proton,electron,gamma,pion,muon,other
1,28,6,0,9,1,0,12
2,14,5,0,2,0,0,7
3,19,6,0,3,0,0,10
4,30,7,0,10,0,0,13
5,25,7,0,2,0,0,16
6,30,12,0,6,0,0,12
7,31,7,0,5,0,0,19
8,20,5,0,4,0,0,11
9,25,9,0,7,0,0,9
10,27,10,0,3,0,0,14
Total,249,74,0,51,1,0,123
Average,24,7,0,5,0,0,12
Per Proton,0,0,,0,0,0,0
