run,total,proton,electron,gamma,pion,muon,other
1,17,9,0,1,0,0,7
2,20,4,0,2,0,0,14
3,24,9,0,7,0,0,8
4,28,14,0,6,0,0,8
5,30,8,0,10,0,0,12
6,25,13,0,1,0,0,11
7,33,9,0,6,0,0,18
8,27,10,0,4,1,0,12
9,34,9,0,8,0,0,17
10,24,6,0,5,0,0,13
Total,262,91,0,50,1,0,120
Average,26,9,0,5,0,0,12
Per Proton,0,0,,0,0,0,0
