run,total,proton,electron,gamma,pion,muon,other
1,58,12,0,21,0,0,25
2,37,12,0,13,1,0,11
3,28,13,0,7,0,0,8
4,35,12,0,7,0,0,16
5,23,13,0,1,0,0,9
6,31,8,1,5,0,0,17
7,55,15,0,15,0,0,25
8,29,14,0,3,0,0,12
9,56,15,1,14,1,0,25
10,39,18,0,3,1,0,17
Total,391,132,2,89,3,0,165
Average,39,13,0,8,0,0,16
Per Proton,0,0,,0,0,0,0
