run,total,proton,electron,gamma,pion,muon,other
1,199,65,3,47,2,0,82
2,279,62,2,107,2,0,106
3,138,44,3,46,1,0,44
4,185,59,1,45,0,0,80
5,243,62,8,85,1,0,87
6,139,60,1,35,0,0,43
7,191,58,0,53,0,0,80
8,189,82,0,39,5,0,63
9,213,49,3,84,0,0,77
10,220,55,3,60,4,0,98
Total,1996,596,24,601,15,0,760
Average,199,59,2,60,1,0,76
Per Proton,0,0,,0,0,0,0
