run,total,proton,electron,gamma,pion,muon,other
1,1641,28,72,1314,37,1,189
2,1959,40,78,1582,53,0,206
3,868,26,28,587,36,0,191
4,950,27,24,740,37,1,121
5,1046,28,46,774,26,1,171
6,1407,52,53,1002,68,0,232
7,2009,32,71,1631,56,0,219
8,1785,29,83,1434,58,0,181
9,1499,29,54,1188,40,0,188
10,1869,30,73,1538,43,0,185
Total,15033,321,582,11790,454,3,1883
Average,1503,32,58,1179,45,0,188
